0	0	1
1	1	1
1	290	1
1	437	1
1	990	1
1	1440	1
1	1741	1
2	2	1
3	3	1
4	4	4
4	150	1
4	192	1
4	684	3
4	788	3
4	1147	2
4	1228	1
4	1322	2
4	1519	1
4	1667	1
4	1737	3
5	5	1
6	6	1
7	7	1
7	254	3
7	317	1
7	564	4
7	574	1
7	626	1
7	650	2
7	808	2
7	870	1
7	871	1
7	1484	2
7	1845	2
8	8	1
9	9	1
10	10	1
11	11	1
12	12	1
12	148	1
12	203	1
12	808	1
12	870	1
12	871	1
12	949	1
13	13	1
13	550	1
13	782	1
14	14	1
15	15	1
16	16	1
16	1135	1
16	1829	1
17	17	1
17	138	1
17	232	1
17	623	1
17	885	1
17	1081	1
17	1105	1
18	18	1
19	19	1
20	20	1
20	696	1
21	21	12
21	153	1
21	317	2
21	381	1
21	500	9
21	615	1
21	991	1
21	1114	3
21	1289	2
21	1315	1
21	1691	2
22	22	1
23	23	1
24	24	1
24	667	1
24	1331	1
24	1750	1
25	25	1
26	26	1
27	27	1
28	28	1
28	1331	1
28	1750	1
29	29	1
30	30	1
30	321	2
30	454	1
30	626	2
30	1006	1
30	1166	1
30	1193	1
30	1346	1
30	1474	1
30	1595	1
30	1728	1
30	1840	1
31	31	1
31	968	1
31	978	1
32	32	1
32	156	1
32	758	1
32	1689	1
33	33	14
33	209	1
33	254	1
33	260	1
33	269	1
33	456	1
33	558	1
33	626	1
33	649	1
33	751	1
33	792	3
33	897	1
33	1088	1
33	1089	1
33	1137	1
33	1170	1
33	1174	1
33	1206	9
33	1221	1
33	1224	1
33	1245	3
33	1252	1
33	1255	1
33	1261	1
33	1337	1
33	1467	1
33	1573	1
33	1755	1
33	1774	1
33	1860	1
33	1862	1
34	34	1
35	35	4
35	298	2
36	36	1
37	37	1
38	38	2
38	39	2
38	1697	1
39	38	2
39	39	2
39	201	1
39	432	1
39	1697	1
40	40	1
40	434	1
40	1496	1
41	41	1
42	42	2
42	451	1
42	539	1
42	1258	1
43	43	1
44	44	1
45	45	6
45	49	6
45	50	4
45	69	1
45	125	1
45	126	1
45	162	1
45	341	1
45	346	1
45	745	1
45	1337	1
45	1473	1
46	46	1
46	681	1
47	47	1
47	345	1
48	48	2
48	138	1
48	156	1
48	299	1
48	437	2
48	454	1
48	530	2
48	548	1
48	674	1
48	758	1
48	937	1
48	967	1
48	1012	1
48	1019	1
48	1047	1
48	1366	1
48	1638	1
49	45	6
49	49	6
49	50	4
49	162	1
49	341	1
49	346	1
49	745	1
49	1337	2
49	1473	2
50	45	4
50	49	4
50	50	2
50	341	1
50	745	1
51	51	2
51	767	1
51	1109	1
51	1176	1
51	1195	1
52	52	1
53	53	1
53	1697	1
54	54	4
54	107	1
54	121	1
54	143	2
54	254	2
54	269	1
54	332	1
54	502	1
54	548	2
54	550	1
54	606	1
54	674	2
54	698	1
54	730	1
54	736	1
54	769	1
54	782	2
54	808	1
54	937	2
54	1097	1
54	1102	1
54	1152	1
54	1170	1
54	1175	2
54	1176	1
54	1217	1
54	1261	4
54	1266	1
54	1272	2
54	1279	1
54	1290	1
54	1293	1
54	1342	1
54	1395	3
54	1522	1
54	1572	1
54	1743	1
54	1760	1
54	1779	1
54	1819	1
54	1884	1
55	55	1
56	56	1
57	57	1
57	332	1
57	346	1
57	677	1
57	988	1
58	58	1
58	413	2
58	976	2
58	1041	1
58	1689	1
59	59	1
59	413	2
59	976	2
59	1041	2
59	1201	1
59	1689	1
59	1711	1
60	60	1
61	61	1
62	62	1
63	63	1
63	76	1
63	91	1
63	138	1
63	139	1
63	333	1
63	550	1
63	689	1
63	691	1
63	693	1
63	776	1
63	951	1
63	981	2
63	1079	1
63	1347	1
63	1366	1
63	1650	1
64	64	1
65	65	1
66	66	1
67	67	1
67	410	2
67	454	1
67	1147	1
67	1316	1
67	1335	1
67	1345	1
67	1456	1
68	68	1
69	45	1
69	69	1
69	745	1
70	70	1
70	177	1
70	345	1
70	696	1
70	1023	1
70	1466	1
70	1886	1
70	1887	1
71	71	4
71	333	1
71	550	3
71	563	6
71	692	2
71	770	1
71	933	1
71	1034	1
71	1041	2
71	1042	1
71	1043	1
71	1559	1
72	72	1
73	73	1
74	74	4
74	138	1
74	1175	1
74	1215	1
74	1246	1
74	1338	1
74	1385	1
74	1443	2
74	1449	1
74	1558	1
74	1682	1
74	1879	1
75	75	1
76	63	1
76	76	14
76	86	2
76	103	1
76	120	1
76	138	4
76	240	3
76	333	2
76	357	1
76	381	1
76	410	1
76	500	1
76	528	1
76	529	1
76	548	4
76	550	15
76	648	1
76	690	1
76	691	3
76	692	1
76	693	3
76	719	1
76	739	4
76	770	4
76	806	1
76	828	1
76	897	1
76	900	3
76	930	2
76	933	2
76	937	2
76	953	2
76	967	2
76	981	2
76	989	1
76	1033	1
76	1034	4
76	1036	4
76	1041	5
76	1042	1
76	1043	1
76	1081	1
76	1088	3
76	1132	1
76	1175	1
76	1207	2
76	1215	1
76	1227	2
76	1261	1
76	1316	3
76	1338	1
76	1347	1
76	1366	1
76	1395	1
76	1406	1
76	1411	1
76	1422	2
76	1423	2
76	1439	1
76	1443	1
76	1451	3
76	1486	1
76	1510	1
76	1558	1
76	1559	2
76	1571	1
76	1574	1
76	1636	2
76	1638	2
76	1650	9
76	1657	1
76	1667	1
76	1671	1
76	1691	1
77	77	1
78	78	1
79	79	1
80	80	1
81	81	1
82	82	1
83	83	1
84	84	1
85	85	1
85	109	1
85	232	1
85	623	1
85	1750	1
86	76	2
86	86	2
86	240	2
86	550	6
86	770	1
86	900	2
86	930	2
86	953	2
86	1034	1
86	1036	2
86	1041	1
86	1650	6
87	87	1
87	317	2
87	362	1
87	480	1
87	654	1
87	1114	2
87	1289	1
87	1691	2
88	88	1
89	89	1
90	90	2
90	97	2
90	138	1
90	691	3
90	697	1
90	739	1
91	63	1
91	91	1
91	138	1
91	981	2
91	1347	1
91	1366	1
91	1574	1
91	1671	1
92	92	2
92	232	2
92	601	1
92	623	2
92	839	1
92	1155	1
93	93	1
93	1136	1
93	1407	1
94	94	1
94	106	1
94	148	1
94	203	1
94	255	1
94	362	1
94	626	1
94	808	1
94	870	1
94	871	1
94	949	1
94	1324	1
95	95	1
96	96	1
97	90	2
97	97	2
97	138	1
97	691	3
97	697	1
97	721	1
97	739	1
97	781	1
97	1109	1
97	1192	1
97	1194	1
97	1246	1
97	1406	1
97	1468	1
97	1477	1
97	1571	1
98	98	1
98	760	1
99	99	1
99	456	1
99	808	1
99	1170	1
99	1261	1
100	100	2
100	478	1
100	545	1
100	762	1
100	957	1
100	968	1
100	978	1
100	1109	2
100	1178	1
100	1192	1
100	1194	1
100	1200	1
100	1337	2
100	1561	1
100	1562	1
101	101	4
101	369	1
101	389	1
101	390	1
101	564	1
101	619	1
101	649	1
101	659	1
101	753	3
101	1329	1
101	1408	1
101	1841	1
101	1845	1
102	102	1
103	76	1
103	103	1
103	142	2
103	156	1
103	528	2
103	529	1
103	550	4
103	664	2
103	731	1
103	739	1
103	758	1
103	806	1
103	864	1
103	1236	1
103	1281	1
103	1596	1
103	1597	1
103	1650	1
103	1780	1
104	104	4
104	254	3
104	321	1
104	616	1
104	626	4
104	808	1
104	873	1
104	916	1
104	919	1
104	1086	1
104	1211	1
104	1305	1
104	1346	1
104	1431	1
104	1537	1
104	1754	2
105	105	1
105	944	1
106	94	1
106	106	1
106	148	1
106	808	1
106	870	1
106	949	1
107	54	1
107	107	1
107	203	1
107	321	1
107	502	1
107	719	1
107	769	3
107	1102	1
107	1103	2
107	1166	1
107	1222	1
107	1261	1
108	108	1
108	550	2
108	691	2
108	739	1
108	775	1
108	1287	1
108	1689	1
109	85	1
109	109	1
109	121	1
109	254	1
109	588	1
109	1401	1
110	110	1
111	111	1
111	944	1
112	112	1
112	1585	1
113	113	1
114	114	1
115	115	2
115	945	1
116	116	1
116	945	1
117	117	1
118	118	1
118	548	2
118	1019	1
119	119	1
120	76	1
120	120	1
120	740	1
120	1019	1
120	1069	2
120	1074	1
120	1077	2
120	1190	1
120	1386	1
120	1406	1
120	1594	2
121	54	1
121	109	1
121	121	1
121	254	2
121	789	1
121	808	1
121	819	1
121	1163	1
121	1308	1
121	1499	1
121	1743	1
122	122	1
123	123	2
123	138	1
123	1135	1
123	1829	1
124	124	1
125	45	1
125	125	1
125	363	1
125	745	1
126	45	1
126	126	1
126	148	1
126	167	1
126	363	1
126	549	1
126	626	1
126	691	1
126	745	1
126	808	2
126	870	1
126	871	1
126	949	1
126	1109	1
126	1384	1
126	1483	1
126	1576	1
126	1628	1
126	1793	1
126	1839	1
127	127	1
128	128	1
129	129	1
130	130	1
130	454	1
131	131	1
132	132	1
133	133	1
134	134	1
135	135	2
135	767	1
135	973	2
135	1233	2
135	1507	1
136	136	1
137	137	4
137	767	1
137	1303	1
137	1511	4
138	17	1
138	48	1
138	63	1
138	74	1
138	76	4
138	90	1
138	91	1
138	97	1
138	123	1
138	138	6
138	139	1
138	140	2
138	299	2
138	333	1
138	454	1
138	530	1
138	548	9
138	674	1
138	675	1
138	686	3
138	689	2
138	691	5
138	693	1
138	697	1
138	719	1
138	721	1
138	739	4
138	740	1
138	758	1
138	776	5
138	781	3
138	803	2
138	916	1
138	946	1
138	951	7
138	981	1
138	1012	2
138	1019	2
138	1041	1
138	1056	3
138	1063	1
138	1094	2
138	1095	1
138	1102	1
138	1103	1
138	1131	1
138	1175	1
138	1187	1
138	1207	1
138	1214	3
138	1215	6
138	1227	1
138	1323	1
138	1337	2
138	1338	9
138	1345	1
138	1366	1
138	1385	2
138	1443	4
138	1444	1
138	1468	1
138	1477	3
138	1552	1
138	1553	1
138	1574	2
138	1575	6
138	1577	1
138	1609	1
138	1622	1
138	1636	1
138	1670	1
138	1671	2
138	1676	2
138	1677	1
138	1682	2
138	1879	4
138	1880	1
139	63	1
139	138	1
139	139	1
139	140	1
139	299	1
139	333	2
139	530	1
139	550	1
139	689	1
139	941	1
139	1012	1
139	1019	1
139	1056	1
139	1063	1
139	1079	1
139	1175	1
139	1215	1
139	1323	2
139	1338	2
139	1345	1
139	1366	1
139	1443	1
139	1490	1
139	1552	1
139	1650	1
140	138	2
140	139	1
140	140	1
140	345	1
140	686	2
140	776	3
140	951	3
140	1063	1
140	1135	1
140	1246	2
140	1345	1
140	1366	1
140	1552	1
141	141	1
142	103	2
142	142	6
142	664	4
142	731	2
142	806	2
142	1896	2
142	1898	2
143	54	2
143	143	2
143	204	1
143	454	1
143	548	1
143	674	1
143	696	1
143	769	1
143	937	1
143	1175	1
143	1193	1
143	1261	2
143	1395	1
143	1659	1
143	1884	1
144	144	1
144	232	1
144	545	2
144	623	1
144	808	2
144	1128	1
144	1176	1
145	145	1
146	146	1
146	332	1
146	410	1
146	677	1
146	702	1
146	939	1
146	988	1
146	1081	1
146	1102	2
146	1103	2
146	1134	1
146	1147	1
146	1208	3
146	1261	2
146	1316	1
146	1322	1
146	1349	1
146	1395	1
147	147	1
148	12	1
148	94	1
148	106	1
148	126	1
148	148	2
148	203	1
148	255	1
148	362	1
148	574	1
148	626	1
148	808	4
148	870	3
148	871	3
148	949	2
148	1109	1
148	1144	1
148	1324	1
148	1793	1
149	149	1
150	4	1
150	150	2
150	333	1
150	410	2
150	550	1
150	1141	1
150	1147	2
150	1178	1
150	1179	1
150	1192	1
150	1194	1
150	1228	3
150	1316	2
150	1322	1
150	1395	1
150	1519	1
150	1558	1
150	1667	3
151	151	1
152	152	1
153	21	1
153	153	1
153	438	1
153	453	1
153	454	1
153	496	1
153	550	1
153	626	1
153	1289	1
154	154	1
155	155	1
156	32	1
156	48	1
156	103	1
156	156	1
156	437	2
156	530	1
156	550	2
156	691	1
156	693	1
156	719	1
156	813	1
156	1041	1
157	157	1
158	158	1
159	159	1
159	1406	1
159	1571	1
160	160	6
160	722	1
160	767	6
160	1109	2
160	1195	2
160	1216	2
160	1303	2
160	1684	2
161	161	1
162	45	1
162	49	1
162	162	1
162	346	1
162	430	1
162	454	1
162	1179	1
162	1187	1
163	163	1
164	164	1
164	269	1
164	345	1
164	591	1
164	796	1
164	798	1
164	1170	1
165	165	1
166	166	1
166	232	1
166	550	1
166	623	1
167	126	1
167	167	1
167	574	1
167	808	2
167	871	1
168	168	1
169	169	1
170	170	1
171	171	1
172	172	1
173	173	1
174	174	1
175	175	1
176	176	2
176	177	5
176	332	1
176	567	1
176	731	1
176	798	3
176	1020	2
176	1053	1
176	1246	1
176	1366	1
176	1410	1
176	1447	1
176	1469	1
177	70	1
177	176	5
177	177	10
177	332	5
177	345	3
177	454	6
177	567	1
177	674	1
177	731	1
177	798	2
177	1020	2
177	1031	1
177	1053	2
177	1193	1
177	1246	3
177	1366	2
177	1410	2
177	1447	2
177	1466	3
177	1469	8
177	1501	2
177	1639	1
177	1674	1
178	178	1
179	179	1
180	180	1
181	181	1
182	182	1
183	183	1
184	184	1
185	185	1
186	186	1
187	187	1
188	188	1
189	189	1
190	190	1
190	539	1
190	794	1
191	191	1
192	4	1
192	192	1
193	193	4
193	550	1
193	612	1
193	808	1
193	968	4
193	978	2
193	979	1
193	1036	1
193	1041	3
193	1072	1
193	1137	1
193	1337	1
193	1467	1
193	1473	1
193	1573	1
194	194	2
194	373	1
195	195	1
196	196	1
197	197	1
198	198	1
199	199	1
200	200	14
200	204	13
200	266	4
200	438	1
200	495	4
200	537	4
200	558	4
200	1691	4
200	1697	1
200	1729	2
201	39	1
201	201	2
201	432	1
202	202	1
202	1175	1
202	1194	1
202	1677	1
203	12	1
203	94	1
203	107	1
203	148	1
203	203	2
203	363	1
203	434	1
203	549	1
203	574	1
203	626	1
203	691	2
203	769	1
203	789	1
203	808	5
203	870	2
203	943	1
203	949	1
203	1044	1
203	1114	2
203	1144	1
203	1153	1
203	1259	1
203	1287	2
203	1324	1
203	1384	1
203	1483	1
203	1515	1
203	1750	1
203	1839	1
204	143	1
204	200	13
204	204	12
204	232	1
204	266	3
204	318	1
204	438	1
204	454	1
204	495	3
204	537	3
204	558	3
204	696	1
204	1023	1
204	1193	1
204	1571	1
204	1691	4
204	1697	1
204	1729	2
204	1779	1
205	205	4
205	212	1
205	269	1
205	550	1
205	808	1
205	932	2
205	1007	1
205	1041	1
205	1170	2
205	1217	1
205	1256	1
205	1759	2
205	1799	2
205	1819	1
206	206	1
207	207	1
208	208	1
209	33	1
209	209	2
209	232	1
209	297	1
209	331	1
209	545	2
209	623	1
209	628	2
209	1007	1
209	1128	1
209	1337	1
210	210	1
211	211	1
212	205	1
212	212	1
212	653	1
213	213	1
213	1697	2
214	214	1
215	215	1
216	216	1
